Id,Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
5324,10300 BLOCK OF NE HALSEY ST,23-916019,Property,Hazelwood,29-06-2023,400,Vandalism,Vandalism,45.53348734,-122.5560006,7675306,687300,29-06-2023,1
5325,3600 BLOCK OF N MISSOURI AVE,23-170623,Person,Boise,29-06-2023,1038,Assault Offenses,Simple Assault,45.54926182,-122.6776345,7644303,693866,29-06-2023,1
5326,10300 BLOCK OF NE OREGON ST,23-915203,Property,Hazelwood,29-06-2023,613,Larceny Offenses,All Other Larceny,45.52812299,-122.5566534,7675089,685349,29-06-2023,1
5327,5900 BLOCK OF S CORBETT AVE,23-170580,Property,South Portland,29-06-2023,1200,Larceny Offenses,Theft From Motor Vehicle,45.48085096,-122.6769121,7643816,668927,29-06-2023,1
5328,400 BLOCK OF SW ALDER ST,23-170351,Person,Downtown,29-06-2023,142,Assault Offenses,Aggravated Assault,45.519374,-122.6766795,7644254,682966,29-06-2023,1
5329,SE 46TH AVE / SE RAMONA ST,23-170627,Society,Woodstock,29-06-2023,1200,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.48061999,-122.6154363,7659576,668424,29-06-2023,1
5330,400 BLOCK OF SW KINGSTON AVE,23-915118,Property,Arlington Heights,29-06-2023,2200,Larceny Offenses,Theft From Motor Vehicle,45.52036252,-122.7067,7636572,683535,29-06-2023,1
5331,5800 BLOCK OF SE 85TH AVE,23-170469,Property,Lents,29-06-2023,330,Larceny Offenses,All Other Larceny,45.48029788,-122.5759632,7669694,668044,29-06-2023,1
5332,8400 BLOCK OF NE GLISAN ST,23-915147,Property,Montavilla,29-06-2023,735,Fraud Offenses,Identity Theft,45.52636129,-122.5768083,7669909,684839,29-06-2023,1
5333,7100 BLOCK OF SE 62ND AVE,23-915149,Property,Brentwood-Darlington,29-06-2023,815,Vandalism,Vandalism,45.47134203,-122.5995359,7663565,664936,29-06-2023,1
5334,900 BLOCK OF SW TAYLOR ST,23-170438,Property,Downtown,29-06-2023,502,Vandalism,Vandalism,45.51858939,-122.6823163,7642802,682719,29-06-2023,1
5335,SW 4TH AVE / SW BANCROFT ST,23-170678,Person,Homestead,29-06-2023,1315,Assault Offenses,Simple Assault,45.49240369,-122.6824573,7642508,673176,29-06-2023,1
5336,NW 4TH AVE / NW FLANDERS ST,23-170488,Property,Old Town/Chinatown,29-06-2023,0,Larceny Offenses,Theft From Motor Vehicle,45.52595069,-122.6744999,7644877,685348,29-06-2023,1
5337,7000 BLOCK OF NE ALDERWOOD RD,23-915235,Property,,29-06-2023,800,Larceny Offenses,All Other Larceny,45.57449276,-122.5814456,7669173,702413,29-06-2023,1
5338,4700 BLOCK OF SE 108TH PL,23-915190,Property,Lents,29-06-2023,1247,Larceny Offenses,All Other Larceny,45.48744043,-122.5513309,7676076,670486,29-06-2023,1
5339,NE BEECH ST / NE 82ND AVE,23-170816,Society,Madison South,29-06-2023,1426,Prostitution Offenses,Purchasing Prostitution,45.54957588,-122.5787121,7669639,693313,29-06-2023,1
5340,NE BEECH ST / NE 82ND AVE,23-170865,Society,Madison South,29-06-2023,1508,Prostitution Offenses,Purchasing Prostitution,45.54957588,-122.5787121,7669639,693313,29-06-2023,1
5341,SE POWELL BLVD / SE 86TH AVE,23-170413,Property,Lents,29-06-2023,355,Motor Vehicle Theft,Motor Vehicle Theft,45.4974086,-122.5740527,7670344,674268,29-06-2023,2
5342,NE BEECH ST / NE 82ND AVE,23-802309,Society,Madison South,29-06-2023,1508,Prostitution Offenses,Purchasing Prostitution,45.54957588,-122.5787121,7669639,693313,29-06-2023,1
5343,4000 BLOCK OF NE HALSEY ST,23-915154,Property,Hollywood,29-06-2023,1432,Larceny Offenses,Shoplifting,45.5337201,-122.6216898,7658481,687820,29-06-2023,1
5344,SW 4TH AVE / SW WASHINGTON ST,23-170498,Property,Downtown,29-06-2023,724,Vandalism,Vandalism,45.51985916,-122.6758356,7644475,683137,29-06-2023,1
5345,0 BLOCK OF NE 82ND AVE,23-170980,Property,Montavilla,29-06-2023,1803,Robbery,Robbery,45.52317268,-122.5791154,7669288,683692,29-06-2023,1
5346,NE CESAR E CHAVEZ BLVD / NE FLANDERS ST,23-170954,Society,Laurelhurst,29-06-2023,1855,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.52569541,-122.6230058,7658067,684904,29-06-2023,1
5347,3100 BLOCK OF SE ANKENY ST,23-171079,Person,Kerns,29-06-2023,1942,Assault Offenses,Simple Assault,45.52207197,-122.6325888,7655577,683648,29-06-2023,1
5348,16000 BLOCK OF NE SANDY BLVD,23-170538,Property,Wilkes,29-06-2023,2250,Vandalism,Vandalism,45.5497712,-122.4975932,7690415,692860,29-06-2023,1
5349,10100 BLOCK OF NE GLISAN ST,23-170825,Person,Hazelwood,29-06-2023,1448,Assault Offenses,Aggravated Assault,45.5263259,-122.5588014,7674522,684708,29-06-2023,1
5350,16000 BLOCK OF NE SANDY BLVD,23-170538,Property,Wilkes,29-06-2023,2250,Burglary,Burglary,45.5497712,-122.4975932,7690415,692860,29-06-2023,1
5351,7100 BLOCK OF N LOMBARD ST,23-170535,Property,St Johns,29-06-2023,800,Motor Vehicle Theft,Motor Vehicle Theft,45.58741024,-122.7405933,7628566,708211,29-06-2023,1
5352,3200 BLOCK OF NW PITTOCK DR,23-170633,Society,Hillside,29-06-2023,1214,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.52505245,-122.7153486,7634403,685305,29-06-2023,1
5353,7900 BLOCK OF SE REEDWAY ST,23-170886,Property,Mt Scott-Arleta,29-06-2023,1559,Motor Vehicle Theft,Motor Vehicle Theft,45.48171709,-122.5819823,7668164,668601,29-06-2023,1
5354,8500 BLOCK OF N ARGYLE WAY,23-170749,Property,Kenton,29-06-2023,1300,Burglary,Burglary,45.58502177,-122.6906712,7641318,706990,29-06-2023,1
5355,11100 BLOCK OF SW 62ND AVE,23-170750,Property,Ashcreek,29-06-2023,1320,Larceny Offenses,Theft From Building,45.44469581,-122.7405469,7627135,656196,29-06-2023,1
5356,SW 6TH AVE / SW HARVEY MILK ST,23-170846,Society,Downtown,29-06-2023,1515,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.52107292,-122.6775174,7644056,683591,29-06-2023,1
5357,SW 11TH AVE / SW TAYLOR ST,23-915156,Property,Downtown,29-06-2023,750,Vandalism,Vandalism,45.51895003,-122.6838406,7642415,682861,29-06-2023,1
5358,10000 BLOCK OF SE DIVISION ST,23-915180,Property,Powellhurst-Gilbert,29-06-2023,930,Larceny Offenses,All Other Larceny,45.50429752,-122.5600396,7674000,676687,29-06-2023,1
5359,10000 BLOCK OF SE CLATSOP ST,23-170970,Property,Lents,29-06-2023,1752,Burglary,Burglary,45.46149706,-122.5594475,7673754,661083,29-06-2023,1
5360,2600 BLOCK OF SW VISTA AVE,23-171002,Property,Southwest Hills,29-06-2023,830,Burglary,Burglary,45.50631542,-122.7039496,7637137,678396,29-06-2023,1
5361,5700 BLOCK OF SE 103RD AVE,23-915152,Property,Lents,29-06-2023,630,Larceny Offenses,Theft From Motor Vehicle,45.48079215,-122.5573427,7674473,668102,29-06-2023,1
5362,NE HOLLADAY ST / NE GRAND AVE,23-171086,Person,Lloyd,29-06-2023,1955,Assault Offenses,Simple Assault,45.53005282,-122.6606626,7648462,686748,29-06-2023,1
5363,NW 4TH AVE / NW FLANDERS ST,23-170488,Property,Old Town/Chinatown,29-06-2023,0,Vandalism,Vandalism,45.52595069,-122.6744999,7644877,685348,29-06-2023,1
5364,1200 BLOCK OF NE 160TH AVE,23-171009,Property,Wilkes,29-06-2023,1831,Burglary,Burglary,45.53181104,-122.4984523,7690033,686319,29-06-2023,1
5365,3900 BLOCK OF SE FRANCIS ST,23-915204,Property,Creston-Kenilworth,29-06-2023,2355,Larceny Offenses,All Other Larceny,45.4947137,-122.6217036,7658104,673603,29-06-2023,1
5366,100 BLOCK OF N KILLINGSWORTH ST,23-915171,Property,Humboldt,29-06-2023,847,Larceny Offenses,All Other Larceny,45.56275185,-122.6683681,7646808,698719,29-06-2023,1
5367,,23-X5851708,Person,Lents,29-06-2023,1015,Assault Offenses,Simple Assault,,,,,29-06-2023,1
5368,SE STARK ST / SE 148TH AVE,23-170380,Person,Hazelwood,29-06-2023,251,Assault Offenses,Simple Assault,45.51915536,-122.5107101,7686778,681784,29-06-2023,1
5369,3300 BLOCK OF SE 28TH PL,23-170790,Property,Hosford-Abernethy,29-06-2023,1800,Motor Vehicle Theft,Motor Vehicle Theft,45.49873054,-122.6366439,7654313,675168,29-06-2023,1
5370,100 BLOCK OF NE FREMONT ST,23-915167,Property,Eliot,29-06-2023,0,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.54821995,-122.6643766,7647688,693395,29-06-2023,1
5371,3000 BLOCK OF SE 92ND AVE,23-915205,Property,Powellhurst-Gilbert,29-06-2023,1200,Vandalism,Vandalism,45.49999136,-122.5680608,7671904,675170,29-06-2023,1
5372,700 BLOCK OF SW WASHINGTON ST,23-915165,Property,Downtown,29-06-2023,2200,Larceny Offenses,Theft From Motor Vehicle,45.52084877,-122.679355,7643583,683522,29-06-2023,1
5373,1000 BLOCK OF SW WASHINGTON ST,23-915252,Property,Downtown,29-06-2023,5,Larceny Offenses,Theft From Motor Vehicle,45.52143954,-122.6819107,7642934,683755,29-06-2023,1
5374,,23-X5851697,Person,Hayden Island,29-06-2023,1500,Assault Offenses,Simple Assault,,,,,29-06-2023,1
5375,SE SALMON ST / SE WATER AVE,23-915160,Property,Buckman West,29-06-2023,130,Larceny Offenses,All Other Larceny,45.51439067,-122.6658346,7646984,681075,29-06-2023,1
5376,1500 BLOCK OF N TOMAHAWK ISLAND DR,23-170571,Property,Hayden Island,29-06-2023,955,Larceny Offenses,Shoplifting,45.61240865,-122.683305,7643473,716921,29-06-2023,1
5377,3800 BLOCK OF SE 149TH AVE,23-170834,Property,Centennial,29-06-2023,900,Motor Vehicle Theft,Motor Vehicle Theft,45.49461961,-122.509787,7686792,672835,29-06-2023,1
5378,SW 19TH AVE / SW MADISON ST,23-915185,Property,Goose Hollow,29-06-2023,2045,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.5189443,-122.6933595,7639976,682925,29-06-2023,1
5379,,23-X5851697,Person,Hayden Island,29-06-2023,1500,Assault Offenses,Aggravated Assault,,,,,29-06-2023,1
5380,6900 BLOCK OF N ALTA AVE,23-171024,Property,Cathedral Park,29-06-2023,1400,Motor Vehicle Theft,Motor Vehicle Theft,45.58917263,-122.7582245,7624072,708979,29-06-2023,1
5381,8100 BLOCK OF NE MARTIN LUTHER KING JR BLVD,23-915148,Property,Sunderland,29-06-2023,705,Larceny Offenses,All Other Larceny,45.58241653,-122.6616024,7648732,705840,29-06-2023,1
5382,8100 BLOCK OF SE POWELL BLVD,23-915178,Property,South Tabor,29-06-2023,925,Larceny Offenses,All Other Larceny,45.49745995,-122.5792549,7669011,674321,29-06-2023,1
5383,6100 BLOCK OF SW CAPITOL HWY,23-170797,Property,Hillsdale,29-06-2023,1414,Vandalism,Vandalism,45.480088,-122.6896209,7640550,668737,29-06-2023,1
5384,4200 BLOCK OF SW FAIRVIEW BLVD,23-915192,Property,Sylvan-Highlands,29-06-2023,920,Larceny Offenses,Theft From Motor Vehicle,45.51388507,-122.7212,7632792,681276,29-06-2023,1
5385,2000 BLOCK OF SE 82ND AVE,23-915111,Property,Montavilla,28-06-2023,1,Larceny Offenses,Theft From Motor Vehicle,45.50800202,-122.5787356,7669243,678160,28-06-2023,1
5386,SW OAK ST / SW 6TH AVE,23-915108,Property,Downtown,28-06-2023,1315,Larceny Offenses,Theft From Motor Vehicle,45.52174654,-122.677153,7644156,683834,28-06-2023,1
5387,6400 BLOCK OF SE 23RD AVE,23-915126,Property,Sellwood-Moreland,28-06-2023,812,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.47682575,-122.6425008,7652600,667224,28-06-2023,1
5388,900 BLOCK OF E BURNSIDE ST,23-169278,Person,Buckman West,28-06-2023,101,Assault Offenses,Simple Assault,45.52287253,-122.6561428,7649550,684100,28-06-2023,1
5389,9300 BLOCK OF SW BARBUR BLVD,23-169779,Property,Multnomah,28-06-2023,1417,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.45793616,-122.7110369,7634838,660813,28-06-2023,1
5390,4100 BLOCK OF NE HALSEY ST,23-170067,Property,Hollywood,28-06-2023,1200,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.53383797,-122.6211008,7658633,687859,28-06-2023,1
5391,1800 BLOCK OF S RIVER DR,23-915093,Property,Downtown,28-06-2023,2200,Vandalism,Vandalism,45.50883001,-122.6733488,7645004,679100,28-06-2023,1
5392,7400 BLOCK OF SE PINE ST,23-169693,Property,Mt Tabor,28-06-2023,1244,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.52035565,-122.5863457,7667409,682713,28-06-2023,1
5393,600 BLOCK OF NW HOYT ST,23-170262,Person,Old Town/Chinatown,28-06-2023,2345,Assault Offenses,Simple Assault,45.52737504,-122.6770878,7644228,685885,28-06-2023,1
5394,NE 82ND AVE / NE SANDY BLVD,23-170171,Society,Madison South,28-06-2023,2154,Prostitution Offenses,Purchasing Prostitution,45.55242724,-122.5786682,7669677,694352,28-06-2023,1
5395,600 BLOCK OF NW 10TH AVE,23-915088,Property,Pearl,28-06-2023,1121,Larceny Offenses,Shoplifting,45.52760963,-122.681211,7643174,685999,28-06-2023,1
5396,3300 BLOCK OF SE 16TH AVE,23-170009,Person,Brooklyn,28-06-2023,1841,Assault Offenses,Simple Assault,45.4989918,-122.649111,7651120,675348,28-06-2023,1
5397,,23-X5853345,Person,Northwest,28-06-2023,1415,Sex Offenses,Fondling,,,,,28-06-2023,1
5398,900 BLOCK OF N COLUMBIA BLVD,23-169459,Property,Piedmont,28-06-2023,0,Motor Vehicle Theft,Motor Vehicle Theft,45.58422151,-122.6766051,7644910,706601,28-06-2023,1
5399,900 BLOCK OF N HAYDEN ISLAND DR,23-915136,Property,Hayden Island,28-06-2023,1640,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.61201804,-122.6762611,7645271,716730,28-06-2023,1
5400,14100 BLOCK OF NE SANDY BLVD,23-169768,Property,Argay,28-06-2023,1408,Larceny Offenses,All Other Larceny,45.55381137,-122.5185414,7685087,694466,28-06-2023,1
5401,14100 BLOCK OF NE SANDY BLVD,23-169768,Property,Argay,28-06-2023,1408,Fraud Offenses,Identity Theft,45.55381137,-122.5185414,7685087,694466,28-06-2023,1
5402,12100 BLOCK OF SW LESSER RD,23-915129,Property,Far Southwest,28-06-2023,100,Larceny Offenses,Theft From Motor Vehicle,45.4380104,-122.7411877,7626903,653764,28-06-2023,1
5403,7800 BLOCK OF SW 30TH AVE,23-169493,Property,Multnomah,28-06-2023,1700,Larceny Offenses,Theft From Motor Vehicle,45.46758666,-122.7077197,7635785,664307,28-06-2023,1
5404,600 BLOCK OF NW 10TH AVE,23-170036,Property,Pearl,28-06-2023,1928,Larceny Offenses,Shoplifting,45.52760963,-122.681211,7643174,685999,28-06-2023,1
5405,600 BLOCK OF NW 10TH AVE,23-169902,Property,Pearl,28-06-2023,1648,Larceny Offenses,Shoplifting,45.52760963,-122.681211,7643174,685999,28-06-2023,1
5406,9400 BLOCK OF NE CASCADES PKWY,23-170204,Property,,28-06-2023,2220,Larceny Offenses,Shoplifting,45.57590383,-122.5657224,7673211,702824,28-06-2023,1
5407,1800 BLOCK OF NE WASCO ST,23-915106,Property,Sullivan's Gulch,28-06-2023,2155,Vandalism,Vandalism,45.53213106,-122.6471255,7651950,687413,28-06-2023,1
5408,10400 BLOCK OF SE WASHINGTON ST,23-915123,Property,Mill Park,28-06-2023,805,Larceny Offenses,Theft From Building,45.51828572,-122.5561293,7675132,681760,28-06-2023,1
5409,9900 BLOCK OF NE SANDY BLVD,23-169520,Property,Parkrose,28-06-2023,1200,Larceny Offenses,Theft From Building,45.55938933,-122.5602823,7674450,696769,28-06-2023,1
5410,3400 BLOCK OF SE 69TH AVE,23-915135,Property,South Tabor,28-06-2023,800,Larceny Offenses,All Other Larceny,45.4977975,-122.592243,7665685,674530,28-06-2023,1
5411,2400 BLOCK OF NW NICOLAI ST,23-169413,Property,Northwest Industrial,28-06-2023,1330,Motor Vehicle Theft,Motor Vehicle Theft,45.540595,-122.7022391,7637916,690878,28-06-2023,1
5412,8300 BLOCK OF SE FLAVEL ST,23-169649,Property,Lents,28-06-2023,500,Vandalism,Vandalism,45.46859869,-122.5778052,7669112,663792,28-06-2023,1
5413,NE SANDY BLVD / NE 29TH AVE,23-915249,Property,Kerns,28-06-2023,1900,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.52984772,-122.6353792,7654937,686501,28-06-2023,1
5414,9900 BLOCK OF SE STARK ST,23-169895,Person,Hazelwood,28-06-2023,2100,Assault Offenses,Aggravated Assault,45.51900518,-122.5612991,7673814,682056,28-06-2023,1
5415,700 BLOCK OF SW 5TH AVE,23-915104,Property,Downtown,28-06-2023,1422,Larceny Offenses,Shoplifting,45.51845189,-122.6777057,7643982,682637,28-06-2023,1
5416,700 BLOCK OF N KNOTT ST,23-169672,Person,Eliot,28-06-2023,1225,Assault Offenses,Simple Assault,45.54188795,-122.6739547,7645173,691153,28-06-2023,1
5417,700 BLOCK OF N KNOTT ST,23-169672,Property,Eliot,28-06-2023,1225,Vandalism,Vandalism,45.54188795,-122.6739547,7645173,691153,28-06-2023,1
5418,,23-X5851152,Person,Montavilla,28-06-2023,24,Assault Offenses,Simple Assault,,,,,28-06-2023,2
5419,4100 BLOCK OF NE SENATE ST,23-170141,Property,Laurelhurst,28-06-2023,525,Larceny Offenses,All Other Larceny,45.53195411,-122.619262,7659086,687160,28-06-2023,1
5420,1100 BLOCK OF NE MORTON ST,23-169398,Property,Woodlawn,28-06-2023,547,Larceny Offenses,All Other Larceny,45.56957394,-122.6528122,7650857,701099,28-06-2023,1
5421,2000 BLOCK OF NE SANDY BLVD,23-170125,Property,Kerns,28-06-2023,2104,Robbery,Robbery,45.52606156,-122.6449521,7652448,685186,28-06-2023,1
5422,2500 BLOCK OF NE HALSEY ST,23-915076,Property,Sullivan's Gulch,28-06-2023,930,Fraud Offenses,Identity Theft,45.53371974,-122.639616,7653889,687941,28-06-2023,1
5423,13600 BLOCK OF SE STARK ST,23-170075,Property,Hazelwood,28-06-2023,1800,Motor Vehicle Theft,Motor Vehicle Theft,45.51913931,-122.5231902,7683580,681858,28-06-2023,1
5424,1100 BLOCK OF NW DAVIS ST,23-915143,Property,Pearl,28-06-2023,20,Vandalism,Vandalism,45.52442101,-122.682681,7642766,684847,28-06-2023,1
5425,,23-X5851371,Person,Buckman West,28-06-2023,1020,Assault Offenses,Aggravated Assault,,,,,28-06-2023,1
5426,1100 BLOCK OF NE 99TH AVE,23-169288,Property,Hazelwood,28-06-2023,103,Larceny Offenses,All Other Larceny,45.53090421,-122.5623596,7673653,686400,28-06-2023,1
5427,,23-X5851396,Property,Kerns,28-06-2023,1030,Larceny Offenses,Theft From Motor Vehicle,,,,,28-06-2023,1
5428,,23-X5851396,Property,Kerns,28-06-2023,1030,Motor Vehicle Theft,Motor Vehicle Theft,,,,,28-06-2023,1
5429,NE 16TH AVE / NE ALBERTA ST,23-169577,Property,Vernon,28-06-2023,1037,Larceny Offenses,Theft From Motor Vehicle,45.55908721,-122.6487392,7651798,697249,28-06-2023,1
5430,700 BLOCK OF SW 5TH AVE,23-915097,Property,Downtown,28-06-2023,1707,Larceny Offenses,Shoplifting,45.51845189,-122.6777057,7643982,682637,28-06-2023,1
5431,,23-X5851566,Person,Centennial,28-06-2023,2336,Assault Offenses,Simple Assault,,,,,28-06-2023,1
5432,1100 BLOCK OF NW DAVIS ST,23-915139,Property,Pearl,28-06-2023,1500,Larceny Offenses,Theft From Motor Vehicle,45.52442101,-122.682681,7642766,684847,28-06-2023,1
5433,13500 BLOCK OF SE POWELL BLVD,23-915103,Property,Powellhurst-Gilbert,28-06-2023,1051,Larceny Offenses,Shoplifting,45.49781278,-122.5240223,7683172,674090,28-06-2023,1
5434,,23-X5852758,Person,Northwest,28-06-2023,0,Sex Offenses,Statutory Rape,,,,,28-06-2023,1
5435,4100 BLOCK OF SE 82ND AVE,23-170240,Property,Lents,28-06-2023,2155,Larceny Offenses,Theft From Building,45.492416,-122.5787153,7669102,672479,28-06-2023,1
5436,11100 BLOCK OF NE BEECH ST,23-169919,Property,Parkrose,28-06-2023,1200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.54991711,-122.5480833,7677486,693237,28-06-2023,1
5437,9000 BLOCK OF NE SANDY BLVD,23-169496,Property,Sumner,28-06-2023,843,Larceny Offenses,Shoplifting,45.5561327,-122.5694507,7672072,695642,28-06-2023,1
5438,4100 BLOCK OF SE 82ND AVE,23-170240,Property,Lents,28-06-2023,2155,Motor Vehicle Theft,Motor Vehicle Theft,45.492416,-122.5787153,7669102,672479,28-06-2023,2
5439,1000 BLOCK OF NE 9TH AVE,23-169995,Property,Lloyd,28-06-2023,600,Motor Vehicle Theft,Motor Vehicle Theft,45.53040816,-122.6566437,7649495,686850,28-06-2023,1
5440,1000 BLOCK OF SE BELMONT ST,23-169829,Property,Buckman West,28-06-2023,1518,Vandalism,Vandalism,45.51645144,-122.6551692,7649737,681753,28-06-2023,1
5441,1000 BLOCK OF SE BELMONT ST,23-169829,Property,Buckman West,28-06-2023,1518,Burglary,Burglary,45.51645144,-122.6551692,7649737,681753,28-06-2023,1
5442,7200 BLOCK OF NE 9TH AVE,23-169373,Property,Woodlawn,28-06-2023,446,Vandalism,Vandalism,45.57552948,-122.6556401,7650191,703289,28-06-2023,1
5443,9800 BLOCK OF SE WASHINGTON ST,23-915098,Property,Hazelwood,28-06-2023,1209,Larceny Offenses,Shoplifting,45.51828266,-122.5618114,7673676,681796,28-06-2023,1
5444,,23-X5851895,Person,Eliot,28-06-2023,2105,Assault Offenses,Aggravated Assault,,,,,28-06-2023,2
5445,13800 BLOCK OF NE AIRPORT WAY,23-915068,Property,Argay,28-06-2023,756,Larceny Offenses,All Other Larceny,45.56186325,-122.5205893,7684636,697414,28-06-2023,1
5446,1000 BLOCK OF NE COLUMBIA BLVD,23-915121,Property,Sunderland,28-06-2023,1340,Larceny Offenses,Theft From Motor Vehicle,45.57913411,-122.6543471,7650557,704594,28-06-2023,1
5447,1100 BLOCK OF NW OVERTON ST,23-915145,Property,Pearl,28-06-2023,2015,Larceny Offenses,Theft From Building,45.53225692,-122.6829706,7642769,687705,28-06-2023,1
5448,1900 BLOCK OF SW 5TH AVE,23-170055,Person,Downtown,28-06-2023,1939,Assault Offenses,Aggravated Assault,45.50915697,-122.6828748,7642566,679285,28-06-2023,1
5449,13500 BLOCK OF SE POWELL BLVD,23-915099,Property,Powellhurst-Gilbert,28-06-2023,112,Larceny Offenses,Shoplifting,45.49781278,-122.5240223,7683172,674090,28-06-2023,1
5450,NW 14TH AVE / NW NORTHRUP ST,23-915071,Property,Pearl,28-06-2023,625,Larceny Offenses,Theft From Motor Vehicle,45.53145751,-122.6854773,7642119,687431,28-06-2023,1
5451,13500 BLOCK OF SE POWELL BLVD,23-915102,Property,Powellhurst-Gilbert,28-06-2023,2052,Larceny Offenses,Shoplifting,45.49781278,-122.5240223,7683172,674090,28-06-2023,1
5452,13500 BLOCK OF SE POWELL BLVD,23-915100,Property,Powellhurst-Gilbert,28-06-2023,1145,Larceny Offenses,Shoplifting,45.49781278,-122.5240223,7683172,674090,28-06-2023,1
5453,UNKNOWN ADDRESS,23-169621,Property,,28-06-2023,1130,Larceny Offenses,All Other Larceny,,,,,28-06-2023,1
5454,900 BLOCK OF NW 25TH PL,23-170006,Property,Northwest,28-06-2023,1844,Fraud Offenses,Identity Theft,45.52925159,-122.7037236,7637423,686754,28-06-2023,1
